Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed,Parsimony,FC_0h,FC_4h,FC_6h,FC_12h,pvalue_ttest_12h_vs_0h
YGR264C,MES1,"Methionyl-tRNA synthetase, forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs",430,49,C,UR,1,2.665097286,2.443752023,2.287366365,2.70405E-05
YJL046W,AIM22,"Putative lipoate-protein ligase, required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss",1272,2,C,UR,1,0.664073149,0.761427515,0.693488254,2.71358E-05
YIR007W,YIR007W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YIR007W is a non-essential gene,1588,3,C,UR,1,2.181646893,2.594539892,3.329633628,2.73318E-05
YJR133W,XPT1,"Xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine",570,7,C,UR,1,0.551862146,0.550014104,0.515129565,2.79332E-05
YGR198W,YPP1,Cargo-transport protein involved in endocytosis; interacts with phosphatidylinositol-4-kinase Stt4; GFP-fusion protein localizes to the cytoplasm; YGR198W is an essential gene,1443,3,C,UR,1,3.212056898,2.781418378,2.756628655,2.79472E-05
YFL047W,RGD2,GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p,1324,7,C,UR,1,1.479130347,1.460463493,1.45187487,2.84162E-05
YFL021W,GAT1,Transcriptional activator of genes involved in nitrogen catabolite repression; contains a GATA-1-type zinc finger DNA-binding motif; activity and localization regulated by nitrogen limitation and Ure2p,3260,1,C,UR,1,0.358811214,0.425949101,0.449808163,2.84442E-05
YOL082W,ATG19,Receptor protein specific for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Lap4p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles,591,3,C,UR,1,3.298993362,3.808183434,3.460606029,2.88564E-05
YPL086C,ELP3,"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin",2479,5,C,UR,1,1.18570277,0.883746234,0.67735717,2.94777E-05
YDR423C,CAD1,"AP-1-like basic leucine zipper (bZIP) transcriptional activator involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA",1484,1,C,UR,1,5.517400137,5.067633919,3.772923726,2.99092E-05
YER152C,YER152C,Protein with 2-aminoadipate transaminase activity; shares amino acid similarity with the aminotransferases Aro8p and Aro9p; YER152C is not an essential gene,1370,9,C,UR,1,1.503805926,1.864599998,2.368497866,3.06178E-05
YER068W,MOT2,"Subunit of the CCR4-NOT complex, which has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p",199,9,C,UR,1,0.632404582,0.619467037,0.539354041,3.07545E-05
YDR266C,YDR266C,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments;green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; contains a RING finger domain",1757,12,C,UR,1,0.804762975,0.736592237,0.556303012,3.14672E-05
YOR254C,SEC63,"Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER",261,21,C,UR,1,2.728087811,2.456866623,2.440014863,3.1489E-05
YOL057W,YOL057W,Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers,567,31,C,UR,1,1.215604621,1.255592527,1.293119922,3.18052E-05
YIL036W,CST6,"Basic leucine zipper (bZIP) transcription factor of the ATF/CREB family, proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability",2140,8,C,UR,1,0.619501794,0.637403013,0.469876642,3.32073E-05
YGR240C,PFK1,"Alpha subunit of heterooctameric phosphofructokinase involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes",51,145,C,UR,1,1.940702058,1.915562135,1.850993902,3.3326E-05
YKL046C,DCW1,"Putative mannosidase, GPI-anchored membrane protein required for cell wall biosynthesis in bud formation;homologous to Dfg5p",2838,3,C,UR,1,2.272631595,2.435154334,2.347290175,3.34551E-05
YAL062W,GDH3,"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources",135,20,C,UR,1,0.4324228,0.394174612,0.292252198,3.34954E-05
YOR341W,RPA190,RNA polymerase I largest subunit A190,822,38,C,UR,1,2.494604487,2.157266237,2.109671222,3.37873E-05
YKL148C,SDH1,"Flavoprotein subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain",68,9,C,UR,1,0.184482198,0.186383624,0.166058791,3.41779E-05
YPR035W,GLN1,"Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation",2042,18,C,UR,1,0.58290627,0.496158047,0.440405718,3.44405E-05
YOL098C,YOL098C,Putative metalloprotease,548,18,C,UR,1,2.441235579,2.282130346,2.294860882,3.68998E-05
YDR234W,LYS4,"Homoaconitase, catalyzes the conversion of homocitrate to homoisocitrate, which is a step in the lysine biosynthesis pathway",2860,8,C,UR,1,0.401817348,0.321466218,0.25276207,3.73879E-05
YGR088W,CTT1,"Cytosolic catalase T, has a role in protection from oxidative damage by hydrogen peroxide",2098,6,C,UR,1,0.289276651,0.248359326,0.205929197,3.74112E-05
YAL044C,GCV3,"H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF",3534,12,C,UR,1,0.366712672,0.501233771,0.535579215,3.83535E-05
YOR310C,NOP58,"Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA",669,23,C,UR,1,2.11798335,1.875989778,1.761794669,3.88431E-05
YJR025C,BNA1,"3-hydroxyanthranilic acid dioxygenase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p",2279,13,C,UR,1,0.342266485,0.36968461,0.396217801,3.90494E-05
YCR052W,RSC6,Component of the RSC chromatin remodeling complex; essential for mitotic growth; homolog of SWI/SNF subunit Swp73p,473,21,C,UR,1,0.787997619,0.834473365,0.727124969,3.93819E-05
YDR427W,RPN9,"Non-ATPase regulatory subunit of the 26S proteasome, has similarity to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects",777,27,C,UR,1,1.895403036,2.067059304,2.130218153,3.9404E-05
YGR256W,GND2,"6-phosphogluconate dehydrogenase (decarboxylating), catalyzes an NADPH regenerating reaction in the pentose phosphate pathway; required for growth on D-glucono-delta-lactone",522,29,C,UR,1,1.655117854,2.012563342,3.140651612,3.97444E-05
YOR065W,CYT1,"Cytochrome c1, component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex",138,8,C,UR,1,0.296665921,0.212473695,0.182596866,3.98114E-05
YNL278W,CAF120,"Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation",1115,7,C,UR,1,1.553267819,1.533643342,1.571434525,4.0153E-05
YDL097C,RPN6,"Essential, non-ATPase regulatory subunit of the 26S proteasome lid required for the assembly and activity of the 26S proteasome; the human homolog (S9 protein) partially rescues Rpn6p depletion",1243,20,C,UR,1,2.145712462,2.201821171,2.207863931,4.10127E-05
YDR399W,HPT1,"Dimeric hypoxanthine-guanine phosphoribosyltransferase, catalyzes the formation of both inosine monophosphate and guanosine monophosphate; mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome",284,6,C,UR,1,0.379539809,0.367448112,0.301616763,4.10617E-05
YNL023C,FAP1,"Protein that binds to Fpr1p, conferring rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1",1562,4,C,UR,1,1.086704848,1.009488571,0.896399854,4.18925E-05
YNL216W,RAP1,"DNA-binding protein involved in either activation or repression of transcription, depending on binding site context; also binds telomere sequences and plays a role in telomeric position effect (silencing) and telomere structure",1035,14,C,UR,1,0.72278096,0.751645664,0.576232027,4.1932E-05
YKR003W,OSH6,"Member of an oxysterol-binding protein family with overlapping, redundant functions in sterol metabolism and which collectively perform a function essential for viability; GFP-fusion protein localizes to the cell periphery",403,19,C,UR,1,1.945990683,2.203951842,2.315826325,4.23805E-05
YOR173W,DCS2,"Non-essential, stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance",1644,14,C,UR,1,0.548677271,1.029307558,2.089933435,4.25958E-05
YOR352W,YOR352W,"Putative protein of unknown function; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus",2825,6,C,UR,1,1.547974298,1.731276826,1.81110448,4.27097E-05
YHR171W,ATG7,"Autophagy-related protein and dual specificity member of the E1 family of ubiquitin-activating enzymes; mediates the conjugation of Atg12p with Atg5p and Atg8p with phosphatidylethanolamine, required steps in autophagosome formation",387,5,C,UR,1,1.736400648,1.983722482,2.421611609,4.3082E-05
YOL077W-A,ATP19,"Subunit k of the mitochondrial F1F0 ATP synthase, which is a large enzyme complex required for ATP synthesis; associated only with the dimeric form of ATP synthase",2810,2,C,UR,1,0.3771538,0.346374891,0.301049913,4.36954E-05
YHR146W,CRP1,Protein that binds to cruciform DNA structures,1731,31,C,UR,1,1.36621388,1.629907605,1.924964197,4.37464E-05
YBR171W,SEC66,"Non-essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER",2418,8,C,UR,1,1.945483684,1.948411886,2.013479997,4.41072E-05
YAL060W,BDH1,"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source",716,25,C,UR,1,1.196575882,1.823478746,2.397799242,4.43662E-05
YCR011C,ADP1,Putative ATP-dependent permease of the ABC transporter family of proteins,1599,9,C,UR,1,1.602057378,1.854420478,2.374666171,4.47508E-05
YMR145C,NDE1,"Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain",165,8,C,UR,1,0.683425041,0.47160478,0.328293886,4.58332E-05
YGL256W,ADH4,"Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency",116,16,C,UR,1,0.127011318,0.119983829,0.091743497,4.62632E-05
YAL049C,AIM2,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor,1476,13,C,UR,1,0.485493016,0.542256834,0.673692611,4.63218E-05
YJR048W,CYC1,"Cytochrome c, isoform 1; electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration",2134,2,C,UR,1,0.182614624,0.137114972,0.10623994,4.70568E-05
YDR435C,PPM1,"Carboxyl methyltransferase, methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p), which is important for complex formation with regulatory subunits",3327,7,C,UR,1,1.67184866,1.944414581,2.271321457,4.70719E-05
YBL039C,URA7,"Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis",1360,27,C,UR,1,2.431678016,2.098836657,1.92496593,4.71842E-05
YKL024C,URA6,"Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)",2261,11,C,UR,1,0.789886032,0.780035604,0.748796938,4.85314E-05
YLR197W,NOP56,Essential evolutionarily-conserved nucleolar protein component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects,669,34,C,UR,1,2.126057082,1.78960175,1.676932369,4.86661E-05
YPL272C,YPL272C,Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene,2540,5,C,UR,1,3.324027486,3.245046608,3.010156517,4.89668E-05
YBR055C,PRP6,"Splicing factor, component of the U4/U6-U5 snRNP complex",302,1,C,UR,1,1.544730737,1.506104851,1.329930191,4.9042E-05
YBL010C,YBL010C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein colocalizes with clathrin-coated vesicles,2593,3,C,UR,1,0.658758196,0.64843429,0.513101588,4.9219E-05
YML096W,YML096W,Putative protein of unknown function with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10,2396,6,C,UR,1,2.405017373,2.355895,2.569853917,4.96721E-05
YAR042W,SWH1,Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction,980,25,C,UR,1,1.900170015,2.420692398,2.861032052,4.98544E-05
