"ORF","Reactome.term"
"YBL105C","CLEC7A (Dectin-1) signaling"
"YBL105C","C-type lectin receptors (CLRs)"
"YBL105C","RHO GTPases activate PKNs"
"YBL105C","RHO GTPases Activate NADPH Oxidases"
"YBL105C","Neutrophil degranulation"
"YBL105C","Mitotic Prophase"
"YBL105C","M Phase"
"YBL105C","Cell Cycle, Mitotic"
"YBL105C","Platelet activation, signaling and aggregation"
"YBL105C","Response to elevated platelet cytosolic Ca2+"
"YBL105C","Gastrin-CREB signalling pathway via PKC and MAPK"
"YBL105C","ESR-mediated signaling"
"YBL105C","Intracellular signaling by second messengers"
"YBL105C","Signaling by Nuclear Receptors"
"YBL105C","Signaling by Receptor Tyrosine Kinases"
"YBL105C","Extra-nuclear estrogen signaling"
"YBL105C","Estrogen-stimulated signaling through PRKCZ"
"YBL105C","Signaling by the B Cell Receptor (BCR)"
"YBR002C","Metabolism of proteins"
"YBR002C","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
"YBR002C","Synthesis of Dolichyl-phosphate"
"YBR002C","Asparagine N-linked glycosylation"
"YBR002C","Synthesis of substrates in N-glycan biosythesis"
"YBR002C","Post-translational protein modification"
"YBR003W","Metabolism"
"YBR003W","Metabolism of vitamins and cofactors"
"YBR003W","Ubiquinol biosynthesis"
"YBR003W","Metabolism of cofactors"
"YBR004C","Synthesis of glycosylphosphatidylinositol (GPI)"
"YBR004C","Post-translational modification: synthesis of GPI-anchored proteins"
"YBR004C","Metabolism of proteins"
"YBR004C","Post-translational protein modification"
"YBR006W","Neurotransmitter release cycle"
"YBR006W","Transmission across Chemical Synapses"
"YBR006W","Neuronal System"
"YBR006W","GABA synthesis, release, reuptake and degradation"
"YBR006W","Degradation of GABA"
"YBR009C","Signal Transduction"
"YBR009C","Cell Cycle"
"YBR009C","Cellular responses to stress"
"YBR009C","Condensation of Prophase Chromosomes"
"YBR009C","Oxidative Stress Induced Senescence"
"YBR009C","Cellular Senescence"
"YBR009C","SUMOylation"
"YBR009C","SUMO E3 ligases SUMOylate target proteins"
"YBR009C","HDMs demethylate histones"
"YBR009C","HATs acetylate histones"
"YBR009C","RMTs methylate histone arginines"
"YBR009C","Chromatin modifying enzymes"
"YBR009C","Metabolism of proteins"
"YBR009C","SUMOylation of chromatin organization proteins"
"YBR009C","Chromatin organization"
"YBR009C","Post-translational protein modification"
"YBR009C","Mitotic Prophase"
"YBR009C","M Phase"
"YBR009C","Cell Cycle, Mitotic"
"YBR009C","ESR-mediated signaling"
"YBR009C","Cellular responses to external stimuli"
"YBR009C","Signaling by Nuclear Receptors"
"YBR009C","Estrogen-dependent gene expression"
"YBR010W","Signal Transduction"
"YBR010W","Cellular responses to stress"
"YBR010W","Oxidative Stress Induced Senescence"
"YBR010W","Cellular Senescence"
"YBR010W","ESR-mediated signaling"
"YBR010W","Cellular responses to external stimuli"
"YBR010W","Signaling by Nuclear Receptors"
"YBR010W","Estrogen-dependent gene expression"
"YBR011C","Metabolism"
"YBR011C","Cytosolic tRNA aminoacylation"
"YBR011C","tRNA Aminoacylation"
"YBR011C","Mitochondrial tRNA aminoacylation"
"YBR011C","Metabolism of proteins"
"YBR011C","Pyrophosphate hydrolysis"
"YBR011C","Translation"
"YBR017C","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA"
"YBR017C","Regulation of mRNA stability by proteins that bind AU-rich elements"
"YBR017C","Metabolism of RNA"
"YBR019C","Metabolism"
"YBR019C","Galactose catabolism"
"YBR019C","Metabolism of carbohydrates"
"YBR025C","Hemostasis"
"YBR025C","Platelet degranulation "
"YBR025C","Platelet activation, signaling and aggregation"
"YBR025C","Response to elevated platelet cytosolic Ca2+"
"YBR026C","Metabolism"
"YBR026C","Metabolism of lipids"
"YBR026C","mitochondrial fatty acid beta-oxidation of saturated fatty acids"
"YBR026C","Mitochondrial Fatty Acid Beta-Oxidation"
"YBR026C","Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA"
"YBR026C","Fatty acid metabolism"
"YBR028C","Neurotransmitter receptors and postsynaptic signal transmission"
"YBR028C","Transmission across Chemical Synapses"
"YBR028C","Neuronal System"
"YBR028C","PIP3 activates AKT signaling"
"YBR028C","Developmental Biology"
"YBR028C","Cytokine Signaling in Immune system"
"YBR028C","Signal Transduction"
"YBR028C","mTOR signalling"
"YBR028C","Toll Like Receptor 4 (TLR4) Cascade"
"YBR028C","MyD88:MAL(TIRAP) cascade initiated on plasma membrane"
"YBR028C","MyD88-independent TLR4 cascade "
"YBR028C","mTORC1-mediated signalling"
"YBR028C","Signaling by NTRKs"
"YBR028C","Toll Like Receptor 9 (TLR9) Cascade"
"YBR028C","Toll Like Receptor 10 (TLR10) Cascade"
"YBR028C","Toll Like Receptor 3 (TLR3) Cascade"
"YBR028C","Toll Like Receptor 5 (TLR5) Cascade"
"YBR028C","Toll Like Receptor TLR1:TLR2 Cascade"
"YBR028C","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"YBR028C","Toll Like Receptor TLR6:TLR2 Cascade"
"YBR028C","Innate Immune System"
"YBR028C","Immune System"
"YBR028C","Toll-like Receptor Cascades"
"YBR028C","Toll Like Receptor 2 (TLR2) Cascade"
"YBR028C","Signaling by NTRK1 (TRKA)"
"YBR028C","AKT phosphorylates targets in the nucleus"
"YBR028C","Nuclear Events (kinase and transcription factor activation)"
"YBR028C","ERK/MAPK targets"
"YBR028C","Cellular responses to stress"
"YBR028C","Senescence-Associated Secretory Phenotype (SASP)"
"YBR028C","Cellular Senescence"
"YBR028C","Signaling by GPCR"
"YBR028C","NCAM signaling for neurite out-growth"
"YBR028C","GPCR downstream signalling"
"YBR028C","G alpha (q) signalling events"
"YBR028C","Axon guidance"
"YBR028C","Post NMDA receptor activation events"
"YBR028C","CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling"
"YBR028C","Activation of NMDA receptors and postsynaptic events"
"YBR028C","RSK activation"
"YBR028C","Interleukin-17 signaling"
"YBR028C","Signaling by Interleukins"
"YBR028C","MAPK targets/ Nuclear events mediated by MAP kinases"
"YBR028C","MAP kinase activation"
"YBR028C","Gastrin-CREB signalling pathway via PKC and MAPK"
"YBR028C","Cellular responses to external stimuli"
"YBR028C","Intracellular signaling by second messengers"
"YBR028C","Signaling by Receptor Tyrosine Kinases"
"YBR028C","TRIF(TICAM1)-mediated TLR4 signaling "
"YBR028C","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"YBR028C","MyD88 dependent cascade initiated on endosome"
"YBR028C","MyD88 cascade initiated on plasma membrane"
"YBR029C","Metabolism"
"YBR029C","Synthesis of PG"
"YBR029C","Glycerophospholipid biosynthesis"
"YBR029C","Synthesis of PI"
"YBR029C","Phospholipid metabolism"
"YBR029C","Metabolism of lipids"
"YBR031W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YBR031W","SRP-dependent cotranslational protein targeting to membrane"
"YBR031W","Metabolism of proteins"
"YBR031W","Eukaryotic Translation Initiation"
"YBR031W","Formation of a pool of free 40S subunits"
"YBR031W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YBR031W","Cap-dependent Translation Initiation"
"YBR031W","Translation"
"YBR031W","Metabolism of RNA"
"YBR031W","Nonsense-Mediated Decay (NMD)"
"YBR031W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YBR031W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YBR034C","Signal Transduction"
"YBR034C","RMTs methylate histone arginines"
"YBR034C","Chromatin modifying enzymes"
"YBR034C","Chromatin organization"
"YBR034C","ESR-mediated signaling"
"YBR034C","Signaling by Nuclear Receptors"
"YBR034C","Estrogen-dependent gene expression"
"YBR035C","Metabolism"
"YBR035C","Metabolism of water-soluble vitamins and cofactors"
"YBR035C","Metabolism of vitamins and cofactors"
"YBR035C","Vitamins B6 activation to pyridoxal phosphate"
"YBR041W","Metabolism"
"YBR041W","Recycling of bile acids and salts"
"YBR041W","Innate Immune System"
"YBR041W","Immune System"
"YBR041W","Synthesis of bile acids and bile salts"
"YBR041W","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol"
"YBR041W","Synthesis of bile acids and bile salts via 24-hydroxycholesterol"
"YBR041W","Bile acid and bile salt metabolism"
"YBR041W","Transport of small molecules"
"YBR041W","Alpha-oxidation of phytanate"
"YBR041W","Peroxisomal lipid metabolism"
"YBR041W","Transport of vitamins, nucleosides, and related molecules"
"YBR041W","SLC-mediated transmembrane transport"
"YBR041W","Metabolism of lipids"
"YBR041W","Neutrophil degranulation"
"YBR041W","Transport of fatty acids"
"YBR041W","Metabolism of steroids"
"YBR041W","Fatty acid metabolism"
"YBR041W","Peroxisomal protein import"
"YBR041W","Protein localization"
"YBR042C","Metabolism"
"YBR042C","Acyl chain remodeling of CL"
"YBR042C","Acyl chain remodelling of PG"
"YBR042C","Synthesis of PA"
"YBR042C","Glycerophospholipid biosynthesis"
"YBR042C","Phospholipid metabolism"
"YBR042C","Metabolism of lipids"
"YBR048W","L13a-mediated translational silencing of Ceruloplasmin expression"
"YBR048W","SRP-dependent cotranslational protein targeting to membrane"
"YBR048W","Metabolism of proteins"
"YBR048W","Eukaryotic Translation Initiation"
"YBR048W","Formation of a pool of free 40S subunits"
"YBR048W","Formation of the ternary complex, and subsequently, the 43S complex"
"YBR048W","Ribosomal scanning and start codon recognition"
"YBR048W","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YBR048W","Cap-dependent Translation Initiation"
"YBR048W","Translation"
"YBR048W","Metabolism of RNA"
"YBR048W","Nonsense-Mediated Decay (NMD)"
"YBR048W","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YBR048W","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YBR060C","Cell Cycle"
"YBR060C","Mitotic G1-G1/S phases"
"YBR060C","Assembly of the ORC complex at the origin of replication"
"YBR060C","Assembly of the pre-replicative complex"
"YBR060C","Orc1 removal from chromatin"
"YBR060C","Activation of the pre-replicative complex"
"YBR060C","DNA Replication Pre-Initiation"
"YBR060C","Switching of origins to a post-replicative state"
"YBR060C","G1/S Transition"
"YBR060C","Synthesis of DNA"
"YBR060C","S Phase"
"YBR060C","Cell Cycle, Mitotic"
"YBR060C","DNA Replication"
"YBR066C","Signal Transduction"
"YBR066C","ESR-mediated signaling"
"YBR066C","Signaling by Nuclear Receptors"
"YBR066C","Estrogen-dependent gene expression"
"YBR079C","L13a-mediated translational silencing of Ceruloplasmin expression"
"YBR079C","Metabolism of proteins"
"YBR079C","Eukaryotic Translation Initiation"
"YBR079C","Formation of the ternary complex, and subsequently, the 43S complex"
"YBR079C","Ribosomal scanning and start codon recognition"
"YBR079C","Cap-dependent Translation Initiation"
"YBR079C","Translation"
"YBR080C","ER to Golgi Anterograde Transport"
"YBR080C","Membrane Trafficking"
"YBR080C","COPII-mediated vesicle transport"
"YBR080C","Metabolism of proteins"
"YBR080C","Asparagine N-linked glycosylation"
"YBR080C","Vesicle-mediated transport"
"YBR080C","Post-translational protein modification"
"YBR080C","COPI-mediated anterograde transport"
"YBR080C","COPI-dependent Golgi-to-ER retrograde traffic"
"YBR080C","Intra-Golgi traffic"
"YBR080C","Retrograde transport at the Trans-Golgi-Network"
"YBR080C","Intra-Golgi and retrograde Golgi-to-ER traffic"
"YBR080C","Golgi-to-ER retrograde transport"
"YBR080C","Transport to the Golgi and subsequent modification"
"YBR082C","Adaptive Immune System"
"YBR082C","Cell Cycle"
"YBR082C","Immune System"
"YBR082C","APC/C-mediated degradation of cell cycle proteins"
"YBR082C","APC/C:Cdc20 mediated degradation of mitotic proteins"
"YBR082C","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins"
"YBR082C","APC-Cdc20 mediated degradation of Nek2A"
"YBR082C","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint"
"YBR082C","Regulation of mitotic cell cycle"
"YBR082C","Cell Cycle, Mitotic"
"YBR082C","Peroxisomal protein import"
"YBR082C","Protein localization"
"YBR082C","Antigen processing: Ubiquitination & Proteasome degradation"
"YBR082C","Class I MHC mediated antigen processing & presentation"
"YBR084C-A","L13a-mediated translational silencing of Ceruloplasmin expression"
"YBR084C-A","SRP-dependent cotranslational protein targeting to membrane"
"YBR084C-A","Metabolism of proteins"
"YBR084C-A","Eukaryotic Translation Initiation"
"YBR084C-A","Formation of a pool of free 40S subunits"
"YBR084C-A","GTP hydrolysis and joining of the 60S ribosomal subunit"
"YBR084C-A","Cap-dependent Translation Initiation"
"YBR084C-A","Translation"
"YBR084C-A","Metabolism of RNA"
"YBR084C-A","Nonsense-Mediated Decay (NMD)"
"YBR084C-A","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"YBR084C-A","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"YBR084W","Metabolism"
"YBR084W","Metabolism of folate and pterines"
"YBR084W","Metabolism of water-soluble vitamins and cofactors"
"YBR084W","Metabolism of vitamins and cofactors"
"YBR085W","Transport of small molecules"
"YBR085W","Transport of vitamins, nucleosides, and related molecules"
"YBR085W","SLC-mediated transmembrane transport"
"YBR085W","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane"
"YBR086C","Innate Immune System"
"YBR086C","Immune System"
"YBR086C","Stimuli-sensing channels"
"YBR086C","Transport of small molecules"
"YBR086C","Neutrophil degranulation"
"YBR086C","Ion channel transport"
"YBR087W","Translesion synthesis by REV1"
"YBR087W","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template"
"YBR087W","Recognition of DNA damage by PCNA-containing replication complex"
"YBR087W","Translesion Synthesis by POLH"
"YBR087W","Telomere Maintenance"
"YBR087W","Cell Cycle"
"YBR087W","Polymerase switching on the C-strand of the telomere"
"YBR087W","Telomere C-strand (Lagging Strand) Synthesis"
"YBR087W","Activation of ATR in response to replication stress"
"YBR087W","Extension of Telomeres"
"YBR087W","Translesion synthesis by POLK"
"YBR087W","Translesion synthesis by POLI"
"YBR087W","Termination of translesion DNA synthesis"
"YBR087W","Gap-filling DNA repair synthesis and ligation in GG-NER"
"YBR087W","Nucleotide Excision Repair"
"YBR087W","Global Genome Nucleotide Excision Repair (GG-NER)"
"YBR087W","Dual Incision in GG-NER"
"YBR087W","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YBR087W","Dual incision in TC-NER"
"YBR087W","Gap-filling DNA repair synthesis and ligation in TC-NER"
"YBR087W","Polymerase switching"
"YBR087W","Leading Strand Synthesis"
"YBR087W","Lagging Strand Synthesis"
"YBR087W","DNA strand elongation"
"YBR087W","Synthesis of DNA"
"YBR087W","S Phase"
"YBR087W","Cell Cycle, Mitotic"
"YBR087W","DNA Replication"
"YBR087W","G2/M Checkpoints"
"YBR087W","Cell Cycle Checkpoints"
"YBR087W","Chromosome Maintenance"
"YBR087W","DNA Damage Bypass"
"YBR087W","DNA Repair"
"YBR088C","Translesion synthesis by REV1"
"YBR088C","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template"
"YBR088C","Recognition of DNA damage by PCNA-containing replication complex"
"YBR088C","Translesion Synthesis by POLH"
"YBR088C","Telomere Maintenance"
"YBR088C","Cell Cycle"
"YBR088C","Polymerase switching on the C-strand of the telomere"
"YBR088C","Telomere C-strand (Lagging Strand) Synthesis"
"YBR088C","Extension of Telomeres"
"YBR088C","SUMOylation"
"YBR088C","SUMO E3 ligases SUMOylate target proteins"
"YBR088C","Metabolism of proteins"
"YBR088C","SUMOylation of DNA replication proteins"
"YBR088C","Mismatch Repair"
"YBR088C","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"
"YBR088C","Translesion synthesis by POLK"
"YBR088C","Translesion synthesis by POLI"
"YBR088C","Termination of translesion DNA synthesis"
"YBR088C","Nucleotide Excision Repair"
"YBR088C","Global Genome Nucleotide Excision Repair (GG-NER)"
"YBR088C","Dual Incision in GG-NER"
"YBR088C","Post-translational protein modification"
"YBR088C","Transcription-Coupled Nucleotide Excision Repair (TC-NER)"
"YBR088C","Dual incision in TC-NER"
"YBR088C","Polymerase switching"
"YBR088C","Leading Strand Synthesis"
"YBR088C","Removal of the Flap Intermediate"
"YBR088C","Processive synthesis on the lagging strand"
"YBR088C","Lagging Strand Synthesis"
"YBR088C","DNA strand elongation"
"YBR088C","Synthesis of DNA"
"YBR088C","S Phase"
"YBR088C","Cell Cycle, Mitotic"
"YBR088C","DNA Replication"
"YBR088C","Chromosome Maintenance"
"YBR088C","DNA Damage Bypass"
"YBR088C","DNA Repair"
"YBR089C-A","Apoptosis"
"YBR089C-A","Apoptosis induced DNA fragmentation"
"YBR089C-A","Innate Immune System"
"YBR089C-A","Immune System"
